State Name,Year,Month,Day of Week,Time of Day,Accident Severity,Number of Vehicles Involved,Vehicle Type Involved,Number of Casualties,Number of Fatalities,Weather Conditions,Road Type,Road Condition,Lighting Conditions,Traffic Control Presence,Speed Limit (km/h),Driver Age,Driver License Status,Alcohol Involvement,Accident Location Details
Punjab,2023,July,Saturday,10:14,Minor,5,Pedestrian,15,4,Clear,Urban Road,Wet,Dark,Signals,111,46,None,No,Intersection
Assam,2020,January,Sunday,23:22,Minor,5,Cycle,14,4,Clear,Urban Road,Damaged,Dark,Signs,99,28,Valid,No,Curve
Odisha,2023,May,Wednesday,06:14,Minor,5,Cycle,10,4,Foggy,National Highway,Damaged,Dusk,Police Checkpost,58,41,Valid,No,Straight Road
Chhattisgarh,2023,April,Tuesday,17:10,Minor,1,Auto-Rickshaw,11,5,Rainy,Urban Road,Dry,Daylight,Signs,117,28,None,No,Straight Road
Sikkim,2018,June,Saturday,05:53,Serious,2,Two-Wheeler,5,2,Rainy,State Highway,Wet,Dusk,Police Checkpost,40,60,Valid,Yes,Curve
Mizoram,2019,June,Monday,05:35,Fatal,4,Cycle,7,5,Clear,Urban Road,Under Construction,Daylight,Signs,35,37,Expired,Yes,Straight Road
West Bengal,2018,August,Thursday,03:40,Minor,1,Auto-Rickshaw,4,0,Stormy,Village Road,Under Construction,Daylight,Signals,48,53,Valid,No,Bridge
Bihar,2019,May,Sunday,05:19,Fatal,3,Truck,12,4,Clear,National Highway,Under Construction,Daylight,Signs,118,28,Valid,Yes,Straight Road
Tripura,2018,February,Wednesday,00:06,Serious,5,Cycle,10,4,Clear,National Highway,Damaged,Dark,Signals,53,45,None,Yes,Intersection
West Bengal,2021,July,Saturday,03:30,Minor,3,Auto-Rickshaw,8,2,Clear,State Highway,Under Construction,Dark,Signals,38,43,Expired,No,Intersection
Rajasthan,2023,December,Tuesday,22:00,Serious,5,Car,11,4,Rainy,Village Road,Wet,Dusk,Police Checkpost,62,38,Expired,Yes,Straight Road
Tripura,2018,April,Wednesday,20:12,Minor,1,Bus,8,3,Clear,National Highway,Damaged,Dawn,None,90,44,Expired,No,Curve
Bihar,2021,January,Sunday,20:17,Minor,3,Bus,6,3,Foggy,National Highway,Wet,Daylight,Signs,40,46,Expired,No,Intersection
Rajasthan,2022,February,Tuesday,12:25,Minor,4,Car,8,3,Clear,Urban Road,Under Construction,Dawn,None,51,52,None,No,Intersection
Jharkhand,2023,June,Tuesday,07:02,Serious,5,Two-Wheeler,12,0,Clear,State Highway,Wet,Dawn,None,83,32,Expired,No,Curve
Delhi,2023,October,Tuesday,22:37,Serious,3,Pedestrian,6,3,Clear,National Highway,Damaged,Daylight,Signs,55,34,Expired,Yes,Straight Road
Punjab,2018,June,Monday,00:54,Fatal,4,Car,14,3,Clear,Village Road,Wet,Dark,Signals,106,30,Valid,Yes,Intersection
Sikkim,2020,April,Saturday,04:09,Minor,5,Pedestrian,16,2,Foggy,State Highway,Under Construction,Dark,Police Checkpost,120,45,None,No,Bridge
Tamil Nadu,2018,May,Tuesday,12:58,Fatal,4,Pedestrian,15,2,Foggy,Urban Road,Under Construction,Dusk,None,117,36,Expired,Yes,Straight Road
Uttarakhand,2020,June,Monday,13:34,Serious,1,Auto-Rickshaw,7,0,Clear,Urban Road,Under Construction,Dawn,Police Checkpost,50,54,Expired,Yes,Curve
Himachal Pradesh,2020,November,Monday,03:03,Fatal,4,Bus,8,0,Rainy,National Highway,Damaged,Daylight,Police Checkpost,32,63,Valid,Yes,Intersection
Gujarat,2022,June,Wednesday,15:17,Serious,1,Cycle,3,1,Foggy,State Highway,Damaged,Dusk,Police Checkpost,32,36,Valid,Yes,Intersection
Uttar Pradesh,2018,October,Tuesday,19:42,Serious,2,Car,10,0,Clear,State Highway,Dry,Dusk,Signs,106,39,Expired,No,Curve
Madhya Pradesh,2020,August,Sunday,14:42,Minor,5,Two-Wheeler,9,1,Clear,Urban Road,Under Construction,Dawn,None,34,37,Valid,No,Straight Road
Karnataka,2019,January,Tuesday,12:21,Minor,3,Cycle,7,2,Clear,State Highway,Damaged,Dark,Police Checkpost,41,40,Expired,No,Curve
Manipur,2019,August,Friday,02:01,Minor,5,Truck,15,4,Clear,Urban Road,Wet,Daylight,Signs,120,59,Expired,No,Straight Road
Madhya Pradesh,2019,February,Thursday,08:19,Minor,2,Cycle,9,2,Clear,Village Road,Under Construction,Dusk,Signs,84,44,Valid,No,Curve
Uttarakhand,2021,November,Sunday,13:44,Fatal,4,Car,9,4,Rainy,State Highway,Under Construction,Daylight,None,49,36,None,Yes,Curve
Jammu and Kashmir,2021,October,Friday,11:52,Serious,1,Two-Wheeler,9,3,Snowy,Village Road,Under Construction,Dusk,Signals,79,45,Expired,No,Straight Road
Goa,2022,February,Friday,21:05,Minor,4,Two-Wheeler,13,4,Clear,Village Road,Wet,Daylight,Signals,95,28,None,No,Intersection
Uttarakhand,2021,May,Tuesday,00:41,Fatal,5,Cycle,16,2,Rainy,Urban Road,Damaged,Daylight,Police Checkpost,105,35,None,Yes,Straight Road
Chhattisgarh,2021,November,Friday,04:24,Fatal,1,Auto-Rickshaw,10,2,Clear,State Highway,Damaged,Daylight,Police Checkpost,111,29,Expired,Yes,Intersection
Maharashtra,2021,May,Thursday,13:53,Minor,2,Two-Wheeler,6,3,Clear,Urban Road,Wet,Daylight,Signals,75,38,None,No,Intersection
Maharashtra,2021,May,Monday,01:04,Serious,3,Two-Wheeler,8,0,Rainy,Urban Road,Damaged,Dark,None,50,13,Valid,Yes,Straight Road
Manipur,2022,October,Saturday,00:06,Serious,4,Bus,11,3,Clear,Urban Road,Dry,Dawn,Signs,98,31,Expired,No,Straight Road
Himachal Pradesh,2023,March,Tuesday,05:14,Minor,3,Two-Wheeler,11,3,Clear,Village Road,Damaged,Dark,Signs,93,36,Valid,No,Intersection
Delhi,2021,September,Thursday,20:15,Fatal,1,Truck,10,0,Stormy,National Highway,Damaged,Dusk,Signs,102,35,Expired,Yes,Straight Road
Nagaland,2021,January,Wednesday,14:19,Serious,1,Two-Wheeler,4,1,Clear,State Highway,Dry,Daylight,Signals,38,45,Valid,No,Intersection
Karnataka,2023,March,Friday,21:18,Serious,3,Two-Wheeler,13,3,Clear,Urban Road,Wet,Dark,Signs,118,74,Expired,Yes,Curve
Manipur,2022,May,Wednesday,17:08,Serious,5,Pedestrian,17,1,Clear,Village Road,Damaged,Daylight,Signals,120,43,Valid,Yes,Intersection
Meghalaya,2021,November,Saturday,22:53,Fatal,4,Auto-Rickshaw,12,4,Clear,National Highway,Damaged,Daylight,None,99,49,None,Yes,Straight Road
Telangana,2019,June,Wednesday,09:33,Serious,2,Truck,4,0,Clear,Urban Road,Damaged,Dawn,Signs,30,34,Valid,Yes,Straight Road
Arunachal Pradesh,2021,November,Monday,13:04,Fatal,5,Cycle,11,2,Rainy,Urban Road,Under Construction,Dawn,None,43,24,Expired,Yes,Curve
Goa,2019,August,Thursday,16:07,Serious,2,Car,8,5,Clear,Village Road,Damaged,Dark,Police Checkpost,62,40,Expired,No,Intersection
Punjab,2021,November,Saturday,19:19,Fatal,2,Truck,7,0,Clear,Urban Road,Under Construction,Dawn,Signs,67,24,Expired,Yes,Straight Road
Bihar,2023,April,Thursday,16:26,Serious,2,Car,8,4,Clear,State Highway,Dry,Dawn,None,54,51,Expired,No,Bridge
Goa,2021,May,Friday,11:16,Minor,1,Pedestrian,9,3,Rainy,National Highway,Wet,Daylight,Signals,97,30,Valid,No,Bridge
Haryana,2023,December,Wednesday,13:48,Serious,1,Cycle,7,4,Rainy,Village Road,Damaged,Daylight,Signs,68,50,Expired,No,Straight Road
Gujarat,2020,April,Sunday,17:25,Serious,2,Auto-Rickshaw,11,2,Foggy,State Highway,Damaged,Dusk,Signals,110,45,Expired,Yes,Bridge
Nagaland,2021,April,Wednesday,22:45,Minor,5,Auto-Rickshaw,8,0,Rainy,State Highway,Wet,Dark,Police Checkpost,35,31,Valid,No,Bridge
Manipur,2021,January,Wednesday,00:54,Fatal,2,Truck,6,3,Foggy,State Highway,Under Construction,Dark,None,42,30,None,Yes,Intersection
Kerala,2021,December,Friday,17:01,Minor,2,Two-Wheeler,9,4,Clear,National Highway,Dry,Daylight,None,100,47,None,No,Curve
Goa,2019,June,Wednesday,14:59,Minor,2,Cycle,11,4,Rainy,Urban Road,Dry,Dark,Police Checkpost,109,36,Expired,No,Straight Road
Sikkim,2021,August,Thursday,13:11,Fatal,1,Auto-Rickshaw,7,4,Clear,State Highway,Wet,Dusk,Police Checkpost,59,50,Expired,Yes,Straight Road
Puducherry,2023,December,Wednesday,21:33,Serious,3,Auto-Rickshaw,10,2,Clear,Village Road,Under Construction,Dark,Signs,86,31,Expired,No,Straight Road
Arunachal Pradesh,2019,December,Thursday,11:33,Serious,3,Pedestrian,8,0,Rainy,Village Road,Under Construction,Daylight,Signals,75,35,None,Yes,Curve
Uttar Pradesh,2021,April,Tuesday,21:09,Minor,2,Bus,5,2,Clear,Urban Road,Damaged,Dawn,Police Checkpost,49,19,None,No,Straight Road
Goa,2019,June,Monday,04:45,Serious,5,Pedestrian,14,1,Clear,State Highway,Under Construction,Dark,Signals,106,20,None,No,Straight Road
Jharkhand,2023,April,Monday,09:22,Minor,2,Two-Wheeler,12,5,Rainy,State Highway,Damaged,Dark,Signals,118,49,Valid,No,Bridge
West Bengal,2020,August,Thursday,13:42,Fatal,4,Auto-Rickshaw,14,4,Foggy,National Highway,Wet,Dawn,None,112,43,None,Yes,Bridge
Odisha,2018,November,Thursday,16:36,Minor,4,Auto-Rickshaw,12,3,Foggy,National Highway,Under Construction,Dark,Police Checkpost,88,30,None,No,Curve
Punjab,2020,January,Monday,08:09,Serious,5,Truck,13,4,Clear,State Highway,Wet,Dusk,None,85,38,Expired,Yes,Bridge
Jharkhand,2020,August,Monday,08:31,Serious,1,Pedestrian,2,2,Clear,State Highway,Wet,Daylight,Signals,46,35,Valid,Yes,Bridge
Bihar,2023,April,Tuesday,08:55,Fatal,5,Truck,11,4,Stormy,Urban Road,Wet,Dark,Signs,45,21,Valid,Yes,Straight Road
Nagaland,2019,March,Thursday,07:29,Minor,5,Auto-Rickshaw,11,5,Clear,National Highway,Damaged,Dark,Signals,62,52,None,No,Straight Road
Jharkhand,2023,February,Thursday,22:27,Serious,1,Car,7,1,Clear,Village Road,Dry,Daylight,Signs,65,32,Expired,Yes,Straight Road
Kerala,2022,October,Tuesday,00:07,Serious,4,Pedestrian,8,0,Clear,State Highway,Under Construction,Dawn,Signs,66,41,Valid,No,Curve
Sikkim,2021,January,Wednesday,00:00,Minor,4,Bus,12,3,Stormy,Village Road,Wet,Dusk,Police Checkpost,91,52,Expired,No,Bridge
Telangana,2022,September,Wednesday,16:38,Fatal,3,Two-Wheeler,7,1,Clear,National Highway,Dry,Daylight,Signs,46,40,Valid,Yes,Curve
Goa,2018,May,Tuesday,06:54,Fatal,1,Cycle,10,2,Rainy,National Highway,Wet,Dusk,Signs,119,29,None,Yes,Bridge
Karnataka,2019,March,Wednesday,17:11,Fatal,1,Auto-Rickshaw,6,3,Clear,Village Road,Wet,Dark,None,57,44,Valid,Yes,Intersection
West Bengal,2018,May,Friday,17:10,Minor,4,Car,13,2,Clear,Urban Road,Under Construction,Daylight,Signs,115,47,Valid,No,Intersection
Karnataka,2018,July,Sunday,23:46,Minor,5,Two-Wheeler,14,5,Clear,Village Road,Dry,Daylight,Signs,85,26,Valid,No,Bridge
Jammu and Kashmir,2022,January,Saturday,02:23,Minor,4,Two-Wheeler,12,5,Clear,National Highway,Under Construction,Dusk,Police Checkpost,103,47,Expired,No,Curve
Chandigarh,2021,November,Friday,14:20,Minor,1,Two-Wheeler,4,3,Clear,National Highway,Wet,Daylight,Police Checkpost,46,56,None,No,Bridge
Madhya Pradesh,2020,January,Sunday,20:05,Fatal,4,Two-Wheeler,11,5,Rainy,National Highway,Under Construction,Dawn,Signs,81,26,None,Yes,Straight Road
Odisha,2021,November,Friday,09:13,Minor,3,Two-Wheeler,7,4,Clear,Village Road,Damaged,Daylight,None,31,44,Expired,No,Bridge
Rajasthan,2022,August,Friday,10:34,Serious,3,Two-Wheeler,9,0,Clear,State Highway,Wet,Daylight,Signs,90,47,Valid,Yes,Bridge
Uttarakhand,2018,July,Friday,06:40,Fatal,5,Cycle,12,0,Clear,State Highway,Damaged,Dusk,Signs,61,23,Expired,Yes,Bridge
Uttarakhand,2022,August,Monday,23:32,Fatal,3,Auto-Rickshaw,9,3,Clear,Urban Road,Under Construction,Dark,Signs,66,48,Valid,Yes,Bridge
Kerala,2020,January,Thursday,19:54,Serious,3,Bus,6,3,Clear,National Highway,Dry,Dark,Police Checkpost,44,25,Expired,No,Intersection
Madhya Pradesh,2022,November,Wednesday,20:31,Serious,3,Pedestrian,10,3,Clear,Village Road,Under Construction,Daylight,Police Checkpost,69,58,None,Yes,Curve
Meghalaya,2022,March,Thursday,03:10,Minor,5,Pedestrian,15,3,Clear,State Highway,Wet,Daylight,None,98,61,None,No,Intersection
Himachal Pradesh,2020,June,Tuesday,01:08,Minor,5,Car,9,1,Clear,Village Road,Damaged,Dusk,None,37,30,Valid,No,Straight Road
Karnataka,2022,June,Friday,20:12,Fatal,4,Auto-Rickshaw,8,0,Clear,Village Road,Wet,Dawn,Signals,39,36,Expired,Yes,Straight Road
Goa,2019,May,Friday,12:00,Fatal,3,Two-Wheeler,11,2,Rainy,Village Road,Under Construction,Dawn,None,60,25,Valid,Yes,Intersection
Tamil Nadu,2019,October,Monday,18:40,Minor,5,Two-Wheeler,12,5,Clear,Urban Road,Damaged,Daylight,None,61,29,Valid,No,Bridge
Telangana,2020,June,Monday,08:07,Serious,3,Cycle,7,5,Stormy,National Highway,Under Construction,Dawn,Signals,54,32,Expired,Yes,Curve
Tripura,2020,January,Friday,06:37,Serious,5,Pedestrian,10,1,Rainy,National Highway,Damaged,Dusk,Police Checkpost,82,47,None,No,Intersection
West Bengal,2018,September,Friday,08:31,Serious,4,Truck,10,0,Clear,State Highway,Wet,Dusk,None,76,29,Expired,Yes,Bridge
Meghalaya,2021,March,Sunday,04:08,Minor,3,Bus,13,1,Rainy,National Highway,Damaged,Dawn,Signals,116,34,Valid,No,Curve
Telangana,2021,February,Friday,22:04,Minor,2,Two-Wheeler,6,3,Clear,National Highway,Dry,Daylight,Police Checkpost,60,48,Expired,No,Curve
West Bengal,2020,August,Saturday,06:27,Fatal,2,Car,11,4,Foggy,National Highway,Under Construction,Daylight,None,103,16,Expired,Yes,Intersection
Madhya Pradesh,2019,July,Sunday,17:12,Fatal,3,Bus,7,2,Clear,Urban Road,Dry,Daylight,None,32,28,None,Yes,Straight Road
Sikkim,2021,December,Friday,21:32,Fatal,5,Bus,15,4,Clear,National Highway,Wet,Dark,Signals,109,38,Expired,Yes,Straight Road
Goa,2019,November,Wednesday,14:26,Minor,1,Cycle,6,1,Stormy,Urban Road,Damaged,Dusk,Police Checkpost,62,31,None,No,Bridge
Chandigarh,2019,January,Thursday,23:05,Serious,2,Bus,6,3,Clear,Village Road,Dry,Dawn,Signals,46,45,None,Yes,Intersection
Jharkhand,2020,July,Wednesday,12:46,Serious,2,Two-Wheeler,8,2,Rainy,Urban Road,Under Construction,Dusk,Police Checkpost,70,25,Valid,No,Intersection
Uttarakhand,2022,January,Sunday,06:53,Serious,3,Bus,10,2,Rainy,Village Road,Damaged,Dawn,Police Checkpost,87,45,Expired,Yes,Bridge
Tamil Nadu,2021,October,Wednesday,08:38,Serious,3,Bus,9,4,Clear,State Highway,Damaged,Dusk,Signals,67,28,Expired,No,Bridge
Maharashtra,2022,February,Tuesday,00:14,Fatal,5,Car,15,1,Clear,Village Road,Wet,Dusk,None,105,36,Expired,Yes,Straight Road
Maharashtra,2019,February,Tuesday,13:31,Fatal,3,Bus,12,5,Rainy,Urban Road,Dry,Dark,None,120,43,Valid,Yes,Intersection
Andhra Pradesh,2022,October,Tuesday,09:38,Minor,1,Cycle,10,3,Clear,National Highway,Wet,Dusk,Signs,112,38,Expired,No,Curve
Delhi,2021,May,Sunday,04:51,Serious,3,Pedestrian,8,1,Stormy,Urban Road,Dry,Dark,Signs,54,40,None,Yes,Curve
Gujarat,2023,June,Thursday,04:39,Minor,2,Pedestrian,7,3,Clear,State Highway,Dry,Dark,None,40,48,Expired,No,Intersection
Andhra Pradesh,2020,December,Saturday,21:46,Minor,2,Cycle,6,4,Clear,Urban Road,Wet,Dawn,None,40,52,Expired,No,Straight Road
Rajasthan,2021,July,Monday,00:53,Minor,5,Two-Wheeler,13,0,Rainy,National Highway,Damaged,Dark,Signs,65,37,None,No,Bridge
Assam,2023,May,Tuesday,00:12,Serious,4,Truck,12,0,Foggy,Village Road,Under Construction,Daylight,None,103,37,Expired,Yes,Curve
Andhra Pradesh,2020,November,Friday,13:03,Serious,2,Pedestrian,5,1,Clear,National Highway,Under Construction,Dark,Signs,32,44,None,Yes,Intersection
Haryana,2022,February,Thursday,14:54,Fatal,5,Cycle,7,1,Clear,Village Road,Damaged,Dark,Signals,37,56,Valid,Yes,Bridge
Goa,2021,February,Monday,08:27,Fatal,4,Two-Wheeler,15,4,Foggy,Village Road,Dry,Dark,None,114,33,Valid,Yes,Intersection
Arunachal Pradesh,2018,December,Saturday,03:45,Fatal,5,Auto-Rickshaw,13,3,Clear,National Highway,Damaged,Dusk,None,72,57,Valid,Yes,Straight Road
Nagaland,2020,July,Sunday,14:58,Fatal,5,Cycle,12,5,Stormy,National Highway,Dry,Dark,Signals,80,56,Valid,Yes,Intersection
West Bengal,2023,May,Tuesday,13:36,Minor,5,Two-Wheeler,12,4,Foggy,Urban Road,Damaged,Dark,Signals,61,39,Expired,No,Intersection
Odisha,2019,March,Thursday,15:05,Minor,1,Car,8,0,Clear,State Highway,Dry,Dawn,Signs,90,28,Valid,No,Bridge
West Bengal,2023,February,Saturday,00:13,Fatal,1,Bus,5,4,Clear,State Highway,Dry,Daylight,Signs,71,40,Valid,Yes,Bridge
Jammu and Kashmir,2023,August,Sunday,14:59,Minor,2,Truck,10,4,Clear,National Highway,Under Construction,Dark,None,88,52,None,No,Intersection
Chhattisgarh,2018,April,Sunday,06:33,Fatal,1,Bus,8,2,Clear,State Highway,Dry,Dusk,Signals,68,45,Valid,Yes,Bridge
Punjab,2018,May,Saturday,07:00,Minor,1,Two-Wheeler,3,4,Clear,Village Road,Damaged,Dawn,Signs,42,33,Expired,No,Straight Road
Manipur,2019,October,Thursday,02:04,Minor,2,Cycle,8,5,Clear,Urban Road,Under Construction,Daylight,Signs,58,46,None,No,Curve
West Bengal,2018,September,Thursday,18:31,Minor,5,Truck,15,5,Clear,State Highway,Under Construction,Daylight,None,100,53,Valid,No,Curve
Manipur,2019,March,Wednesday,13:17,Minor,4,Pedestrian,15,3,Rainy,Urban Road,Under Construction,Daylight,None,111,39,None,No,Straight Road
Himachal Pradesh,2023,March,Sunday,15:02,Minor,1,Cycle,8,4,Clear,State Highway,Wet,Dusk,Signals,89,61,None,No,Curve
Delhi,2022,March,Sunday,17:14,Minor,4,Auto-Rickshaw,9,2,Foggy,National Highway,Dry,Daylight,None,61,39,None,No,Straight Road
Nagaland,2019,September,Thursday,09:24,Minor,2,Car,12,5,Foggy,State Highway,Wet,Dark,Police Checkpost,90,61,Valid,No,Intersection
Punjab,2019,September,Thursday,00:49,Fatal,3,Pedestrian,10,0,Clear,National Highway,Wet,Daylight,None,99,14,Expired,Yes,Intersection
Himachal Pradesh,2020,January,Tuesday,17:24,Fatal,4,Auto-Rickshaw,13,4,Clear,Urban Road,Dry,Dark,None,111,19,Valid,Yes,Intersection
Haryana,2023,January,Friday,00:26,Fatal,1,Bus,9,1,Clear,State Highway,Under Construction,Dusk,Signs,98,51,Valid,Yes,Intersection
Sikkim,2023,July,Friday,12:30,Minor,2,Cycle,6,0,Rainy,National Highway,Dry,Dark,None,37,37,None,No,Bridge
Mizoram,2021,January,Wednesday,15:27,Fatal,1,Cycle,7,5,Clear,State Highway,Dry,Dark,None,67,31,None,Yes,Intersection
Sikkim,2021,February,Saturday,10:12,Minor,5,Pedestrian,11,1,Foggy,Urban Road,Dry,Dark,Signs,78,16,None,No,Bridge
Sikkim,2020,August,Friday,08:34,Minor,4,Two-Wheeler,9,4,Rainy,National Highway,Wet,Dark,Police Checkpost,73,31,Expired,No,Curve
Telangana,2020,March,Wednesday,08:29,Serious,3,Cycle,7,1,Rainy,State Highway,Under Construction,Dusk,Police Checkpost,41,34,None,No,Bridge
Meghalaya,2019,February,Tuesday,17:02,Minor,5,Two-Wheeler,15,1,Clear,Village Road,Dry,Daylight,None,100,48,Expired,No,Intersection
Chhattisgarh,2022,July,Monday,19:58,Minor,3,Bus,8,0,Rainy,State Highway,Dry,Dark,Signs,54,43,Expired,No,Intersection
Gujarat,2022,December,Thursday,02:20,Minor,5,Cycle,14,1,Clear,Urban Road,Under Construction,Dark,Signs,84,52,None,No,Intersection
Jharkhand,2022,July,Thursday,14:18,Serious,4,Truck,14,1,Foggy,National Highway,Under Construction,Dawn,None,103,22,None,Yes,Straight Road
Chhattisgarh,2019,October,Saturday,08:59,Minor,3,Pedestrian,13,5,Rainy,Urban Road,Wet,Dusk,Signs,103,24,Expired,No,Curve
Nagaland,2019,September,Saturday,21:35,Minor,5,Auto-Rickshaw,13,4,Rainy,Urban Road,Dry,Dusk,Signals,97,47,Valid,No,Straight Road
Assam,2023,September,Saturday,23:25,Serious,1,Bus,5,3,Clear,National Highway,Under Construction,Daylight,Police Checkpost,60,41,Valid,Yes,Intersection
Tripura,2018,July,Thursday,12:28,Minor,5,Auto-Rickshaw,8,0,Clear,National Highway,Damaged,Dawn,None,38,72,None,No,Intersection
Bihar,2018,January,Thursday,14:33,Minor,4,Auto-Rickshaw,11,2,Foggy,State Highway,Under Construction,Dusk,Signals,56,53,Valid,No,Intersection
Goa,2022,August,Wednesday,14:42,Serious,2,Two-Wheeler,10,2,Clear,Urban Road,Under Construction,Daylight,None,100,49,Expired,No,Intersection
Assam,2020,June,Tuesday,00:49,Minor,2,Two-Wheeler,9,5,Clear,Urban Road,Wet,Dark,Signs,79,51,Expired,No,Bridge
Mizoram,2020,June,Tuesday,09:21,Fatal,4,Bus,14,4,Stormy,Village Road,Damaged,Dark,Police Checkpost,104,42,None,Yes,Intersection
Nagaland,2020,June,Sunday,13:47,Minor,1,Auto-Rickshaw,6,2,Clear,Village Road,Wet,Dusk,Signals,40,6,Expired,No,Bridge
West Bengal,2018,December,Sunday,11:33,Fatal,4,Car,9,5,Clear,Village Road,Under Construction,Daylight,Signs,49,55,Valid,Yes,Curve
Manipur,2022,August,Sunday,14:05,Fatal,3,Two-Wheeler,13,4,Clear,Urban Road,Damaged,Dawn,Signals,93,43,Expired,Yes,Intersection
Goa,2022,January,Sunday,01:23,Serious,4,Truck,11,1,Clear,National Highway,Damaged,Daylight,None,59,56,None,No,Straight Road
Maharashtra,2023,December,Sunday,15:36,Fatal,2,Cycle,6,2,Clear,Urban Road,Damaged,Daylight,Police Checkpost,46,60,Expired,Yes,Intersection
Goa,2020,January,Friday,04:11,Serious,5,Two-Wheeler,9,2,Clear,Urban Road,Wet,Daylight,Signs,49,32,Valid,Yes,Straight Road
Mizoram,2018,January,Tuesday,18:22,Serious,4,Pedestrian,10,5,Rainy,State Highway,Dry,Daylight,Police Checkpost,46,54,Expired,Yes,Curve
Sikkim,2019,April,Sunday,21:28,Fatal,2,Two-Wheeler,12,2,Rainy,State Highway,Under Construction,Daylight,Police Checkpost,109,44,Valid,Yes,Straight Road
Haryana,2019,January,Sunday,20:13,Fatal,3,Auto-Rickshaw,10,4,Clear,Village Road,Dry,Dark,None,96,44,None,Yes,Intersection
Tripura,2019,May,Friday,05:23,Serious,5,Pedestrian,9,0,Rainy,State Highway,Under Construction,Dawn,Police Checkpost,35,35,None,Yes,Bridge
Assam,2023,January,Tuesday,08:24,Fatal,2,Two-Wheeler,9,1,Rainy,Village Road,Under Construction,Dark,Signals,95,42,None,Yes,Bridge
Maharashtra,2022,July,Wednesday,05:39,Serious,5,Pedestrian,12,0,Clear,State Highway,Damaged,Daylight,Signals,75,47,Expired,Yes,Straight Road
Manipur,2021,February,Wednesday,23:09,Serious,3,Auto-Rickshaw,6,1,Rainy,National Highway,Damaged,Dawn,Signs,49,13,None,No,Bridge
Madhya Pradesh,2023,April,Tuesday,13:09,Fatal,2,Cycle,8,1,Rainy,Village Road,Dry,Dawn,Signals,65,70,None,Yes,Straight Road
Bihar,2018,December,Tuesday,14:40,Minor,2,Car,10,5,Rainy,National Highway,Damaged,Dusk,Signs,101,59,Expired,No,Curve
Kerala,2022,April,Saturday,08:40,Serious,5,Two-Wheeler,12,2,Clear,State Highway,Under Construction,Dawn,Police Checkpost,106,50,Valid,Yes,Bridge
Chandigarh,2022,August,Monday,20:07,Serious,2,Bus,11,1,Foggy,Urban Road,Under Construction,Dusk,None,101,55,Valid,Yes,Curve
Karnataka,2019,July,Saturday,14:12,Serious,4,Cycle,10,0,Stormy,State Highway,Dry,Dusk,Signals,68,21,None,Yes,Straight Road
Karnataka,2020,June,Friday,13:00,Minor,5,Bus,12,1,Clear,Village Road,Under Construction,Dusk,None,66,59,None,No,Straight Road
Puducherry,2019,November,Thursday,21:57,Serious,2,Car,12,2,Rainy,National Highway,Damaged,Dark,Police Checkpost,118,39,Valid,Yes,Bridge
Maharashtra,2020,February,Saturday,12:06,Minor,4,Truck,9,0,Clear,State Highway,Damaged,Dusk,Signals,71,43,Valid,No,Bridge
Goa,2021,March,Saturday,03:39,Serious,2,Bus,7,4,Clear,Village Road,Under Construction,Dark,Signals,30,42,Expired,No,Curve
